month	value
JAN	19.502304147465438
FEB	12.951456310679612
MAR	15.838709677419354
APR	10.289887640449438
MAY	8.40552995391705
JUN	5.478571428571429
JUL	1.2327188940092166
AUG	1.794930875576037
SEP	5.302380952380952
OCT	10.684331797235023
NOV	19.664285714285715
DEC	23.96082949308756
